日期,開盤,最高,最低,收盤,MA10,MA20,水位階段,總持股比例,水位說明,當日事件
2026/6/1,44872.82,45931.1,44872.82,45337.91,42896.64,42164.55,0,1,100%(滿倉),
2026/6/2,45388.93,45915.92,44869.38,45557.31,43434.82,42403.96,0,1,100%(滿倉),
2026/6/3,45660.46,46552.16,45660.46,46459.16,44078.65,42669.97,0,1,100%(滿倉),
2026/6/4,46364.07,46364.07,45677.46,45677.46,44509.58,42857.16,0,1,100%(滿倉),
2026/6/5,45619.82,45619.82,44209.53,45070.94,44789.87,43030.5,1,0.8,80%(第一次減碼),第一個空方缺口→減碼一階(快出)
2026/6/8,44507.49,44507.49,42376.86,43502.78,44775.71,43116.14,1,0.8,80%(第一次減碼),
2026/6/9,43687.62,44821.71,43687.62,44704.44,44893.62,43256.45,1,0.8,80%(第一次減碼),
2026/6/10,44581.45,44676.49,43225.54,43225.54,44790.49,43349,2,0.6,60%(第二次減碼),"MA空方確認→趨勢確認,減碼一階"
2026/6/11,43172.21,43463.03,42006.39,43149.46,44741.79,43418.88,2,0.6,60%(第二次減碼),
2026/6/12,43587.63,44798.88,43587.63,44169.04,44685.4,43568.72,1,0.8,80%(第一次減碼),第二個(以上)多方缺口→回補一階
2026/6/15,44447.87,45483.63,44447.87,45396.99,44691.31,43793.98,1,0.8,80%(第一次減碼),
2026/6/16,45500.08,45809.19,45266.34,45809.19,44716.5,44075.66,0,1,100%(滿倉),"追蹤空方缺口回補→趨勢失敗,回升一階"
2026/6/17,45685.27,45877.39,45159.51,45877.39,44658.32,44368.49,0,1,100%(滿倉),
2026/6/18,45972.26,46565.7,45972.26,46465.2,44737.1,44623.34,0,1,100%(滿倉),
2026/6/22,46679.57,47871.19,46679.57,47741.51,45004.15,44897.01,0,1,100%(滿倉),
2026/6/23,47795.09,48218.87,47100.65,47100.65,45363.94,45069.83,0,1,100%(滿倉),
2026/6/24,46909.98,46909.98,45819.71,46043.6,45497.86,45195.74,1,0.8,80%(第一次減碼),第一個空方缺口→減碼一階(快出)
2026/6/25,46339.68,46785.45,46048.7,46255.26,45800.83,45295.66,1,0.8,80%(第一次減碼),
2026/6/26,46188.6,46188.6,44454.22,44571.76,45943.06,45342.43,2,0.6,60%(第二次減碼),"MA空方確認→趨勢確認,減碼一階"
2026/6/29,44594.81,45521.63,44594.81,44999.9,46026.14,45355.77,2,0.6,60%(第二次減碼),
2026/6/30,45165.8,46637.86,45165.8,46125.91,46099.04,45395.17,2,0.6,60%(第二次減碼),
2026/7/1,46234.7,47293.1,46234.7,47018.99,46220.02,45468.26,2,0.6,60%(第二次減碼),
2026/7/2,46833.89,46910.31,45981.89,46744.16,46306.69,45482.51,2,0.6,60%(第二次減碼),
2026/7/3,46545.14,46948.83,45880.69,46780.62,46338.24,45537.67,2,0.6,60%(第二次減碼),
2026/7/6,46897.18,47395.3,46431.38,46556.39,46219.72,45611.94,2,0.6,60%(第二次減碼),
2026/7/7,46537.34,46967.04,45432.02,45479.11,46057.57,45710.76,2,0.6,60%(第二次減碼),
2026/7/8,45524.69,45837.12,45036.64,45734.41,46026.65,45762.25,2,0.6,60%(第二次減碼),
2026/7/9,45805.62,46064.06,45352.41,45354.61,45936.59,45868.71,2,0.6,60%(第二次減碼),
2026/7/13,45500.32,46330.91,45272.9,45380.52,46017.46,45980.26,2,0.6,60%(第二次減碼),
2026/7/14,45364.4,45364.4,43654.04,44737.95,45991.27,46008.71,2,0.6,60%(第二次減碼),
2026/7/15,44850.69,45881.91,44850.69,45631.59,45941.84,46020.44,2,0.6,60%(第二次減碼),
2026/7/16,45511.98,45855.02,44970.64,45624.98,45802.43,46011.23,2,0.6,60%(第二次減碼),
2026/7/17,45234.08,45234.08,42671.27,42671.27,45395.14,45850.92,2,0.6,60%(第二次減碼),
2026/7/20,42793.15,43084.51,41967.75,42449.7,44962.05,45650.14,2,0.6,60%(第二次減碼),
2026/7/21,42566.93,44232.87,42566.93,44232.87,44729.7,45474.71,2,0.6,60%(第二次減碼),
2026/7/22,44513.75,45323.75,44513.75,44825.78,44664.37,45360.97,2,0.6,60%(第二次減碼),"第一個多方缺口(觀察期,不加碼)"
2026/7/23,44899.04,45089.82,44340.76,44850.81,44576.01,45301.33,2,0.6,60%(第二次減碼),
2026/7/24,44769.39,44769.39,43607.4,43654.84,44406.03,45171.31,2,0.6,60%(第二次減碼),
2026/7/27,43585.92,43686.15,42969.48,43634.19,44231.4,45124.43,2,0.6,60%(第二次減碼),
2026/7/28,43221.93,43221.93,41565,41603.36,43917.94,44954.6,2,0.6,60%(第二次減碼),
2026/7/29,41491.48,41698.39,39384.85,40039.18,43358.7,44650.27,2,0.6,60%(第二次減碼),
2026/7/30,40048.94,41155.42,39404.65,39933.3,42789.53,44295.98,2,0.6,60%(第二次減碼),
2026/7/31,41610.41,43214.36,41610.41,43119.75,42834.38,44114.76,2,0.6,60%(第二次減碼),"第一個多方缺口(觀察期,不加碼)"
2026/8/3,42780.42,43784.19,42780.42,43386.41,42928.05,43945.05,2,0.6,60%(第二次減碼),
2026/8/4,43092.49,43912.77,42895.81,43360.66,42840.83,43785.26,2,0.6,60%(第二次減碼),
2026/8/5,43809.83,44980.31,43809.83,44611.6,42819.41,43741.89,1,0.8,80%(第一次減碼),均線多方確認→第二次回補(60%→80%)
